empl_id,start_date,rank,sl,day
34407,2017-02-27 00:00:00,5,LM: Logistics,"16,480.0,5,576.0,5,528.0,16,528.0,5,396.0,9,132.0,9,480.0,5,528.0,5,576.0,5,528.0,5,432.0,5,528.0,5,528.0,5,480.0,5,528.0,5,528.0,5,576.0,5,528.0,5,480.0,5,480.0,5,576.0,5,528.0,5,576.0,5,480.0,5,480.0,5,528.0,5,568.7547169811321,9,7.245283018867925,5,520.6666666666667,9,7.333333333333333,5,528.0,5,480.0,5,528.0,5,528.0,5,576.0,5,480.0,16,48.0,"
34409,2017-04-03 00:00:00,nan,SL: Legacy,"9,480.0,5,576.0,5,528.0,5,528.0,5,476.9032258064516,9,51.096774193548384,5,480.0,5,528.0,5,576.0,5,528.0,5,432.0,5,462.0,9,66.0,5,248.47058823529412,9,279.5294117647059,5,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
34410,2017-03-13 00:00:00,4,DS: Digital Services,"9,480.0,9,576.0,9,528.0,9,528.0,9,528.0,9,480.0,9,528.0,9,576.0,9,528.0,9,432.0,9,528.0,9,528.0,9,480.0,9,528.0,9,528.0,9,576.0,9,528.0,9,480.0,9,480.0,9,576.0,9,528.0,9,576.0,9,480.0,9,480.0,9,498.0,10,30.0,9,558.72,10,17.28,9,522.0,10,6.0,9,486.0,10,42.0,9,459.0,10,21.0,9,528.0,9,522.3529411764706,13,5.647058823529411,9,576.0,9,480.0,16,48.0,"
34412,2017-03-13 00:00:00,nan,SL: Legacy,"0,384.0,9,96.0,0,528.0,9,48.0,0,432.0,9,96.0,0,240.0,9,288.0,0,528.0,0,384.0,9,96.0,9,528.0,16,576.0,16,528.0,16,432.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
34414,2017-03-20 00:00:00,nan,MA: Mgmt Advisory Svcs,"11,480.0,9,8.907216494845361,11,567.0927835051547,11,528.0,9,34.366863905325445,11,493.63313609467457,11,528.0,11,480.0,11,528.0,11,576.0,11,528.0,11,432.0,11,528.0,9,19.317073170731707,11,508.6829268292683,11,480.0,9,5.866666666666667,11,522.1333333333333,11,528.0,11,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,15,528.0,15,576.0,15,528.0,15,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
34416,2017-03-27 00:00:00,nan,SL: Legacy,"5,480.0,5,576.0,16,528.0,16,528.0,16,528.0,16,480.0,16,528.0,16,576.0,16,528.0,16,432.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
34417,2017-04-03 00:00:00,4,AA: Advanced Analytics,"8,432.0,9,48.0,8,553.5,9,22.5,8,336.0,9,192.0,5,96.0,8,319.5,9,112.5,8,466.5,9,61.5,8,315.0,9,87.0,12,78.0,1,66.0,8,250.5,9,96.0,12,115.5,8,363.0,9,97.5,12,115.5,1,13.5,8,363.0,9,22.5,12,129.0,8,271.5,9,82.5,12,78.0,8,327.5694050991501,9,154.06232294617564,12,44.87252124645892,13,1.4957507082152974,8,264.0,9,264.0,8,414.74320241691845,9,59.45619335347432,13,5.80060422960725,1,120.11374407582937,8,406.6350710900474,9,1.2511848341232228,8,498.3529411764706,9,29.647058823529413,8,367.5,9,208.5,8,132.0,9,396.0,8,345.0,9,135.0,4,88.5,5,66.0,8,151.5,9,174.0,4,9.0,5,138.0,8,216.0,9,213.0,0,172.5,4,105.0,5,72.0,8,106.5,9,72.0,0,267.3810623556582,4,79.81524249422633,5,77.15473441108546,8,125.04387990762125,9,26.605080831408777,0,226.2235649546828,4,60.90634441087613,5,63.80664652567976,8,107.31117824773413,9,21.75226586102719,0,239.29203539823007,4,42.47787610619469,5,76.46017699115045,8,97.69911504424779,9,24.07079646017699,0,204.10084033613447,4,35.49579831932773,5,66.55462184873949,8,140.50420168067228,9,73.94957983193278,13,7.394957983193278,0,250.6943005181347,4,7.461139896373057,5,73.11917098445596,8,123.85492227979273,9,117.88601036269431,13,2.9844559585492227,0,146.01117318435755,4,13.273743016759777,5,224.17877094972067,8,84.06703910614524,9,51.62011173184357,13,8.849162011173185,0,195.0,4,12.0,5,103.5,8,147.0,9,70.5,0,122.99999999999999,4,12.0,5,67.5,8,126.0,9,151.5,0,67.11864406779661,5,138.71186440677968,8,113.35593220338983,9,205.83050847457628,13,2.983050847457627,0,60.0,4,9.0,5,198.0,8,37.5,9,223.5,0,13.430051813471502,4,2.9844559585492227,5,282.0310880829016,8,95.50259067357513,9,179.06735751295338,13,2.9844559585492227,0,25.352112676056336,4,33.802816901408455,5,180.8450704225352,8,98.02816901408451,9,141.9718309859155,16,48.0,"
34418,2017-04-03 00:00:00,4,LM: Logistics,"9,48.0,10,432.0,10,576.0,9,48.0,10,480.0,9,144.0,10,384.0,10,528.0,9,48.0,10,432.0,9,96.0,10,432.0,10,576.0,10,528.0,9,48.0,10,384.0,9,96.0,10,432.0,9,36.0,10,492.0,9,48.0,10,432.0,10,528.0,10,528.0,9,48.0,10,528.0,10,528.0,9,72.0,10,408.0,9,48.0,10,432.0,9,192.0,10,384.0,10,528.0,10,576.0,9,114.0,10,366.0,9,48.0,10,432.0,9,48.0,10,480.0,9,48.0,10,528.0,9,48.0,10,480.0,9,48.0,10,480.0,10,480.0,9,156.0,10,372.0,9,72.0,10,456.0,9,48.0,10,528.0,10,480.0,16,48.0,"
34419,2017-04-03 00:00:00,nan,SL: Legacy,"6,432.0,9,48.0,6,576.0,6,384.0,9,144.0,6,480.0,9,48.0,6,528.0,6,327.0,9,153.0,6,336.0,9,192.0,6,504.0,9,72.0,6,528.0,6,384.0,9,48.0,9,264.0,13,264.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
34420,2017-04-10 00:00:00,5,MA: Mgmt Advisory Svcs,"9,192.0,11,288.0,9,2.9844559585492227,11,573.0155440414508,9,48.0,11,480.0,9,112.71910112359551,11,415.28089887640454,9,5.899441340782123,11,516.2011173184358,13,5.899441340782123,9,96.0,11,384.0,9,165.0,11,363.0,9,6.0,11,570.0,11,528.0,9,47.668965517241375,11,384.33103448275864,9,9.0,11,519.0,9,12.0,11,516.0,9,228.0,11,252.0,11,528.0,11,528.0,9,72.0,11,504.0,11,528.0,9,48.0,11,432.0,9,144.0,11,336.0,11,576.0,11,528.0,11,576.0,9,51.0,11,429.0,11,480.0,9,48.0,11,480.0,9,6.0,11,570.0,9,67.46666666666667,11,460.53333333333336,9,144.0,11,384.0,9,9.0,11,471.0,9,294.0,11,234.0,9,90.0,11,438.0,9,48.0,11,528.0,11,480.0,16,48.0,"
34421,2017-04-10 00:00:00,5,DS: Digital Services,"3,73.17073170731707,9,58.536585365853654,10,336.5853658536585,13,11.707317073170731,10,576.0,3,3.0,9,48.0,10,477.0,9,171.0,10,357.0,9,9.0,10,519.0,9,114.0,10,366.0,9,255.0,10,273.0,9,49.5,10,526.5,9,9.0,10,519.0,9,48.0,10,384.0,9,63.0,10,465.0,9,168.0,10,360.0,9,24.0,10,456.0,9,21.0,10,507.0,3,15.0,9,30.0,10,483.0,9,123.0,10,453.0,9,48.0,10,480.0,3,57.0,9,39.0,10,384.0,9,156.0,10,324.0,9,312.0,10,264.0,10,528.0,9,102.0,10,474.0,9,60.0,10,420.0,5,198.0,10,282.0,9,264.0,10,96.18604651162791,13,167.8139534883721,1,132.32432432432432,9,264.64864864864865,10,101.1891891891892,13,77.83783783783784,1,35.94893617021277,9,267.37021276595743,10,92.11914893617022,13,132.56170212765957,9,297.1336032388664,10,79.09311740890688,13,151.77327935222672,9,221.53846153846155,10,147.6923076923077,13,110.76923076923077,9,340.1538461538462,10,106.61538461538461,13,81.23076923076924,9,217.1214953271028,10,217.1214953271028,13,93.75700934579439,9,225.49787234042554,10,245.10638297872342,13,105.39574468085105,9,182.4793388429752,10,134.87603305785123,13,162.64462809917353,16,48.0,"
34423,2017-04-10 00:00:00,nan,SL: Legacy,"0,432.0,9,48.0,0,528.0,9,48.0,0,384.0,9,144.0,0,468.0,9,60.0,0,528.0,0,312.0,9,168.0,0,384.0,9,144.0,0,528.0,9,48.0,0,528.0,16,432.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
34424,2017-04-10 00:00:00,3,AA: Advanced Analytics,"9,48.0,11,432.0,9,78.0,11,498.0,9,144.0,11,384.0,9,60.0,11,468.0,11,528.0,9,120.0,11,360.0,9,96.0,11,432.0,9,48.0,11,528.0,9,60.0,11,468.0,9,48.0,11,384.0,9,24.0,11,504.0,9,75.0,11,453.0,9,22.5,11,457.5,9,72.0,11,456.0,11,528.0,9,90.0,11,486.0,11,528.0,9,57.0,11,423.0,9,96.0,11,384.0,9,6.0,11,570.0,9,33.0,11,495.0,9,115.5,11,460.5,9,93.0,11,387.0,9,138.0,11,342.0,9,234.0,11,294.0,9,169.5,11,406.5,9,384.0,11,144.0,9,80.77053824362606,11,445.7337110481586,13,1.4957507082152974,9,88.5,11,391.5,9,120.0,11,408.0,9,118.5,11,409.5,9,48.0,11,528.0,11,480.0,15,48.0,"
34426,2017-04-17 00:00:00,6,LM: Logistics,"0,432.0,9,48.0,0,576.0,0,480.0,9,48.0,0,476.627027027027,9,51.372972972972974,0,528.0,0,432.0,9,48.0,0,432.0,9,96.0,0,576.0,0,528.0,0,384.0,9,48.0,0,528.0,0,516.0,9,12.0,0,480.0,0,528.0,0,528.0,0,511.5,9,64.5,0,528.0,0,480.0,0,432.0,9,48.0,0,576.0,0,360.0,9,168.0,0,576.0,0,456.0,9,24.0,0,471.16564417177915,9,8.83435582822086,0,480.0,9,48.0,0,576.0,0,480.0,9,48.0,0,438.0,9,90.0,0,480.0,0,396.0,9,132.0,0,480.0,9,48.0,0,528.0,9,48.0,0,480.0,16,48.0,"
34427,2017-04-17 00:00:00,2,MA: Mgmt Advisory Svcs,"0,390.0,9,90.0,0,576.0,0,482.8235294117647,9,45.17647058823529,0,433.07865168539325,9,94.92134831460675,0,528.0,0,384.0,9,96.0,0,433.8718662952646,9,94.12813370473538,0,576.0,0,528.0,0,294.0,9,138.0,0,492.8,9,35.2,0,481.06666666666666,9,46.93333333333334,0,387.46987951807233,9,92.53012048192771,0,528.0,0,528.0,0,432.0,9,144.0,0,528.0,0,480.0,0,245.85365853658539,9,234.14634146341461,0,576.0,0,528.0,0,490.3384615384615,9,85.66153846153846,0,432.73846153846154,9,47.261538461538464,0,432.5925925925926,9,47.407407407407405,0,433.07865168539325,9,94.92134831460675,0,576.0,0,432.0,9,96.0,0,480.53932584269666,9,47.46067415730337,0,453.3333333333333,9,26.666666666666664,0,433.07865168539325,9,94.92134831460675,0,482.33513513513515,9,45.66486486486487,0,444.0,9,132.0,0,432.5925925925926,9,47.407407407407405,16,48.0,"
34431,2017-04-24 00:00:00,2,MA: Mgmt Advisory Svcs,"3,76.3963963963964,7,24.504504504504506,8,43.24324324324324,9,317.1171171171171,13,18.73873873873874,3,178.35532994923858,4,27.77664974619289,7,26.314720812182742,8,152.04060913705584,9,176.89340101522842,13,14.619289340101522,3,61.5,4,82.5,8,187.5,9,196.5,3,84.0,4,31.5,5,54.0,7,37.5,8,132.0,9,189.0,3,63.0,5,46.5,6,24.0,7,10.5,8,151.5,9,232.5,3,72.0,5,4.5,6,37.5,7,9.0,8,112.5,9,244.5,3,51.91011235955057,5,31.146067415730336,6,66.74157303370787,7,32.62921348314607,8,120.13483146067416,9,219.5056179775281,13,5.932584269662922,3,148.5,5,153.0,6,81.0,7,6.0,8,103.5,9,72.0,10,12.0,3,100.29050279329608,5,146.01117318435755,6,25.07262569832402,7,5.899441340782123,8,92.91620111731844,9,148.9608938547486,13,8.849162011173185,3,135.64505119453926,5,172.50511945392492,8,104.68259385665529,9,19.167235494880547,9,528.0,3,31.5,5,286.5,6,15.0,8,123.0,9,72.0,3,99.56656346749226,5,120.37151702786377,6,111.45510835913312,8,120.37151702786377,9,28.235294117647058,3,61.5,5,123.0,6,151.5,8,192.0,3,109.5,5,136.5,6,81.0,8,168.0,9,33.0,3,172.5,5,241.5,6,9.0,8,153.0,3,46.41758241758242,5,332.1758241758242,8,92.83516483516485,9,39.16483516483517,13,17.40659340659341,3,6.0,5,292.5,6,46.5,8,27.0,9,108.0,3,58.5,5,342.0,8,57.0,9,22.5,3,10.312020460358056,5,362.3938618925831,8,106.06649616368287,9,86.9156010230179,13,10.312020460358056,5,258.0,8,90.0,9,180.0,3,12.0,5,303.0,6,3.0,8,226.5,9,31.5,3,98.38509316770187,5,134.1614906832298,6,1.4906832298136645,8,240.0,9,5.962732919254658,3,13.5,5,193.5,8,231.0,9,42.0,3,190.5,5,124.5,8,184.5,9,28.5,3,55.5,4,22.5,5,105.0,6,48.0,8,292.5,9,52.5,3,3.0,4,34.5,5,145.5,6,6.0,8,228.0,9,111.0,5,160.44198895027625,8,90.43093922651934,9,265.45856353591165,13,11.668508287292816,3,1.4117647058823528,5,98.8235294117647,8,193.41176470588235,9,158.11764705882354,13,28.235294117647058,5,100.5,8,43.5,9,384.0,3,81.0,5,295.5,8,52.5,9,99.0,3,369.0,5,103.5,8,16.5,9,87.0,3,75.93220338983052,5,246.77966101694918,6,24.40677966101695,8,92.20338983050848,9,37.96610169491526,13,2.711864406779661,16,48.0,"
34432,2017-04-24 00:00:00,5,MA: Mgmt Advisory Svcs,"7,480.0,7,565.8438287153652,9,7.254408060453401,13,2.90176322418136,7,433.8718662952646,9,94.12813370473538,7,462.92436974789916,9,59.15966386554622,13,5.915966386554622,7,525.1764705882352,9,2.8235294117647056,7,258.0,9,222.0,7,444.0,9,84.0,7,573.12,9,2.88,7,528.0,7,294.0,9,138.0,7,516.5217391304348,9,5.739130434782608,13,5.739130434782608,7,453.0,9,75.0,7,480.0,7,384.0,9,144.0,7,528.0,7,576.0,7,528.0,7,474.0,9,6.0,7,420.3726708074534,9,59.62732919254658,7,531.0,9,45.0,7,387.0,9,141.0,7,576.0,7,466.3636363636364,9,13.636363636363637,7,480.0,7,482.5806451612903,9,45.41935483870968,7,570.5402843601896,9,2.7298578199052135,13,2.7298578199052135,7,336.0,9,192.0,7,450.0,9,78.0,7,405.0,9,75.0,7,369.0,9,159.0,7,330.0,9,198.0,7,528.0,9,48.0,7,474.3529411764706,9,5.647058823529411,16,48.0,"
34433,2017-04-24 00:00:00,nan,LM: Logistics,"1,480.0,1,471.2727272727273,9,104.72727272727273,1,528.0,1,384.0,9,144.0,1,434.8235294117647,9,93.1764705882353,1,480.0,1,528.0,1,576.0,1,528.0,16,432.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
34434,2017-04-24 00:00:00,4,LM: Logistics,"6,480.0,16,576.0,16,528.0,6,325.78723404255317,9,202.2127659574468,6,308.0,9,220.0,9,480.0,6,31.058823529411764,9,496.94117647058823,6,26.482758620689655,9,549.5172413793103,6,528.0,6,432.0,16,528.0,6,288.0,9,240.0,6,480.0,6,528.0,6,528.0,6,576.0,6,528.0,6,480.0,6,480.0,6,576.0,6,528.0,6,576.0,6,480.0,6,480.0,6,528.0,6,576.0,6,401.28000000000003,9,126.72,6,528.0,6,480.0,6,528.0,6,528.0,6,576.0,6,480.0,16,48.0,"
34436,2017-05-01 00:00:00,nan,LM: Logistics,"0,384.0,9,96.0,0,543.0,9,33.0,0,468.0,9,60.0,0,432.0,9,96.0,0,510.0,9,18.0,0,408.0,9,72.0,0,429.0,9,99.0,0,555.0,9,21.0,0,528.0,0,348.0,9,84.0,0,528.0,0,498.0,9,30.0,0,420.0,9,60.0,0,510.0,9,18.0,0,528.0,0,504.0,9,72.0,0,528.0,0,432.0,9,48.0,0,336.0,9,144.0,0,576.0,0,528.0,0,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
34438,2017-05-01 00:00:00,nan,MA: Mgmt Advisory Svcs,"9,480.0,9,24.0,11,552.0,9,60.0,11,468.0,9,165.0,11,363.0,9,51.0,11,477.0,9,93.0,11,387.0,9,174.0,11,354.0,9,60.0,11,516.0,9,69.0,11,459.0,9,137.2235294117647,11,228.7058823529412,13,66.07058823529412,9,69.0,11,459.0,9,30.0,11,498.0,9,6.0,11,474.0,9,12.0,11,516.0,9,60.0,11,468.0,9,378.0,11,198.0,9,93.0,11,435.0,9,42.0,11,438.0,9,348.75,11,131.25,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
34440,2017-05-01 00:00:00,2,MA: Mgmt Advisory Svcs,"8,432.0,9,48.0,8,555.0,9,21.0,8,432.0,9,96.0,8,480.0,9,48.0,8,510.2022471910112,9,11.865168539325843,13,5.932584269662922,8,384.0,9,96.0,8,421.2134831460674,9,100.85393258426966,13,5.932584269662922,8,546.3092783505155,9,23.75257731958763,13,5.938144329896907,8,528.0,8,336.0,9,96.0,8,522.0,9,6.0,8,462.0,9,66.0,8,480.0,8,216.0,9,312.0,8,480.0,9,48.0,8,522.279792746114,9,50.73575129533678,13,2.9844559585492227,8,528.0,8,432.0,9,48.0,8,384.0,9,96.0,8,552.0,9,24.0,8,444.0,9,84.0,8,552.0,9,24.0,8,432.0,9,48.0,8,480.0,9,299.76774193548385,13,228.23225806451612,9,359.06493506493507,13,216.93506493506493,9,341.64705882352945,13,186.3529411764706,9,474.1224489795918,13,53.87755102040816,9,288.0,10,192.0,9,288.0,10,240.0,9,48.0,10,480.0,9,96.0,10,480.0,10,480.0,16,48.0,"
34441,2017-05-01 00:00:00,nan,SL: Legacy,"9,48.0,11,432.0,9,21.0,11,555.0,9,132.0,11,396.0,9,126.0,11,402.0,9,84.0,11,444.0,9,186.0,11,294.0,9,438.33962264150944,13,89.66037735849056,9,315.0769230769231,13,260.9230769230769,9,277.3970149253731,13,250.60298507462687,15,432.0,15,528.0,15,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,528.0,15,480.0,15,480.0,15,576.0,15,528.0,15,576.0,15,480.0,15,480.0,15,528.0,15,576.0,15,528.0,15,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
34442,2017-05-08 00:00:00,nan,SL: Legacy,"0,432.0,9,48.0,0,576.0,16,528.0,16,528.0,16,528.0,16,480.0,16,528.0,16,576.0,16,528.0,16,432.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
34444,2017-05-15 00:00:00,3,MA: Mgmt Advisory Svcs,"9,84.0,11,396.0,9,96.0,11,480.0,9,48.0,11,480.0,9,108.0,11,420.0,9,48.0,11,480.0,9,54.0,11,426.0,9,168.0,11,360.0,9,252.0,11,324.0,9,57.0,11,471.0,9,48.0,11,384.0,9,42.0,11,486.0,9,108.0,11,420.0,9,12.0,11,468.0,9,48.0,11,480.0,9,12.0,11,516.0,9,102.0,11,474.0,9,60.0,11,468.0,9,48.0,11,432.0,9,114.0,11,366.0,9,36.0,11,540.0,11,528.0,9,9.0,11,567.0,9,48.0,11,432.0,9,54.0,11,426.0,9,105.0,11,423.0,9,78.0,11,498.0,9,150.0,11,378.0,9,276.0,11,252.0,9,108.0,11,372.0,9,174.0,11,354.0,9,120.0,11,408.0,9,390.8571428571429,11,185.14285714285717,9,238.5276073619632,11,241.4723926380368,16,48.0,"
34446,2017-05-15 00:00:00,nan,AA: Advanced Analytics,"16,480.0,16,576.0,16,528.0,16,528.0,16,528.0,16,480.0,7,528.0,7,570.2686567164179,9,5.731343283582089,7,506.5365853658537,9,21.46341463414634,7,432.0,7,516.0677966101695,9,5.966101694915254,13,5.966101694915254,7,528.0,7,480.0,7,528.0,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,7,576.0,7,480.0,7,432.0,9,48.0,7,327.4189944134078,9,200.58100558659217,7,551.6190476190476,9,24.38095238095238,7,458.60571428571427,9,69.39428571428572,7,467.65714285714284,9,60.34285714285714,7,393.0,9,87.0,16,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
34447,2017-05-15 00:00:00,nan,LM: Logistics,"2,480.0,2,547.1999999999999,9,28.8,2,528.0,2,476.4878048780488,9,51.51219512195122,2,528.0,2,480.0,2,528.0,2,576.0,2,528.0,2,432.0,2,528.0,2,528.0,2,480.0,2,528.0,2,528.0,16,576.0,16,528.0,15,480.0,15,480.0,15,576.0,15,528.0,15,576.0,15,480.0,15,480.0,15,528.0,15,576.0,15,528.0,15,528.0,15,480.0,15,528.0,15,528.0,15,576.0,15,480.0,15,48.0,"
34448,2017-05-15 00:00:00,nan,SL: Legacy,"16,480.0,16,576.0,16,528.0,16,528.0,16,528.0,16,480.0,1,466.60465116279073,9,61.395348837209305,1,472.03902439024387,5,103.96097560975609,1,288.49484536082474,5,198.68041237113403,9,27.216494845360824,13,13.608247422680412,1,326.204081632653,5,22.040816326530614,9,48.48979591836735,13,35.265306122448976,1,528.0,1,331.5348837209302,5,196.46511627906978,1,157.5,5,322.5,1,218.48275862068965,5,273.1034482758621,9,18.20689655172414,13,18.20689655172414,16,528.0,16,576.0,16,528.0,16,480.0,16,480.0,16,576.0,16,528.0,16,576.0,16,480.0,16,480.0,16,528.0,16,576.0,16,528.0,16,528.0,16,480.0,16,528.0,16,528.0,16,576.0,16,480.0,16,48.0,"
34449,2017-05-22 00:00:00,2,MA: Mgmt Advisory Svcs,"6,397.5,9,82.5,6,576.0,6,477.2881355932203,9,50.71186440677966,6,448.5,9,79.5,6,394.5168539325843,9,127.5505617977528,13,5.932584269662922,6,240.0,9,240.0,6,381.0,9,147.0,6,321.0,9,255.0,6,423.0,9,105.0,6,347.0896551724138,9,81.93103448275862,13,2.979310344827586,6,507.05949008498584,9,19.444759206798867,13,1.4957507082152974,5,16.5,6,351.0,9,160.5,6,465.0,9,15.0,6,514.5382436260624,7,5.98300283286119,9,7.478753541076488,6,399.0,7,25.5,9,103.5,6,420.80829015544043,7,41.78238341968912,9,110.42487046632124,13,2.9844559585492227,6,415.28089887640454,7,37.07865168539326,9,69.70786516853931,13,5.932584269662922,6,417.26443768996955,7,21.88449848024316,9,27.720364741641337,13,13.130699088145898,6,420.0,7,12.0,9,48.0,1,6.0,6,394.5,7,19.5,9,156.0,1,8.898876404494382,3,41.52808988764045,6,398.96629213483146,7,28.179775280898877,9,44.49438202247191,13,5.932584269662922,3,17.49873417721519,6,549.7518987341772,7,8.749367088607595,3,45.0,6,244.5,9,190.5,6,420.9230769230769,7,20.676923076923075,9,31.015384615384615,13,7.384615384615385,3,75.22580645161291,6,342.06451612903226,7,11.35483870967742,9,70.96774193548387,13,28.387096774193548,6,535.4773869346734,9,20.261306532663315,13,20.261306532663315,6,510.25210084033614,9,10.352941176470589,13,7.394957983193278,6,307.38718662952647,9,210.3175487465181,13,10.295264623955433,6,376.5,9,103.5,6,223.72881355932202,8,2.983050847457627,9,298.3050847457627,13,2.983050847457627,6,481.06666666666666,9,46.93333333333334,6,531.2331606217616,9,41.78238341968912,13,2.9844559585492227,3,6.818181818181818,6,405.0,9,68.18181818181819,9,48.0,"
34450,2017-05-22 00:00:00,4,MA: Mgmt Advisory Svcs,"9,48.0,11,432.0,11,576.0,9,96.0,11,432.0,9,96.0,11,432.0,11,528.0,9,48.0,11,432.0,9,102.0,11,426.0,11,576.0,11,528.0,9,96.0,11,336.0,9,48.0,11,480.0,9,48.0,11,480.0,11,480.0,9,60.0,11,468.0,11,528.0,9,96.0,11,480.0,11,528.0,9,48.0,11,432.0,9,48.0,11,432.0,11,576.0,9,48.0,11,480.0,11,576.0,9,48.0,11,432.0,9,48.0,11,432.0,9,48.0,11,480.0,11,576.0,9,96.0,11,432.0,9,96.0,11,432.0,11,480.0,9,144.0,11,384.0,9,240.0,11,288.0,9,48.0,11,528.0,11,480.0,16,48.0,"
34451,2017-05-22 00:00:00,4,MA: Mgmt Advisory Svcs,"9,42.0,11,438.0,9,100.5,11,475.5,9,91.5,11,436.5,9,216.804469273743,11,302.34636871508377,13,8.849162011173185,9,309.0,11,219.0,9,480.0,9,205.5,11,322.5,9,51.0,11,525.0,9,193.5,11,334.5,9,94.5,11,337.5,9,57.0,11,471.0,9,118.5,11,409.5,9,51.0,11,429.0,9,118.5,11,409.5,9,96.0,11,432.0,9,136.5,11,439.5,9,64.5,11,463.5,9,228.0,11,252.0,9,48.0,11,432.0,9,154.5,11,421.5,9,48.0,11,480.0,9,274.5,11,301.5,9,142.5,11,337.5,9,64.5,11,415.5,9,144.0,11,384.0,9,81.0,11,495.0,9,111.0,11,417.0,9,259.5,13,268.5,9,255.0,13,225.0,9,528.0,9,478.5,13,49.5,9,166.5,13,409.5,9,150.09771986970682,13,329.90228013029315,16,48.0,"
34452,2017-05-22 00:00:00,nan,DS: Digital Services,"0,432.0,9,48.0,0,567.0,9,9.0,0,450.0,9,78.0,0,468.0,9,60.0,0,528.0,0,336.0,9,144.0,0,432.0,9,96.0,0,576.0,0,528.0,0,384.0,9,48.0,0,504.0,9,24.0,0,528.0,0,480.0,0,528.0,0,498.0,9,30.0,0,528.0,9,48.0,0,528.0,0,480.0,0,288.0,9,192.0,0,576.0,0,528.0,0,576.0,0,432.0,9,48.0,0,453.0,9,27.0,0,288.0,9,240.0,0,555.0,9,21.0,0,477.0,9,51.0,0,342.0,9,186.0,0,453.0,9,27.0,0,186.0,9,342.0,0,480.0,9,48.0,0,516.0,9,60.0,0,154.1818181818182,9,325.8181818181818,16,48.0,"
34453,2017-05-22 00:00:00,2,DS: Digital Services,"9,480.0,9,576.0,9,528.0,9,528.0,9,528.0,9,480.0,9,528.0,9,576.0,9,528.0,9,432.0,9,528.0,9,528.0,9,480.0,9,528.0,9,528.0,9,576.0,9,528.0,9,480.0,9,480.0,9,576.0,9,528.0,9,576.0,9,480.0,9,480.0,9,528.0,9,576.0,9,528.0,9,528.0,9,480.0,9,528.0,9,528.0,9,576.0,9,480.0,16,48.0,"
